TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
2297.243896484375,21.801977157592773,2297.243896484375,2297.243896484375,2297.243896484375,2297.243896484375,2297.243896484375,24.670127868652344,2297.243896484375,2297.243896484375,2297.243896484375,2297.243896484375,2297.243896484375,2297.243896484375
2297.17724609375,21.85968017578125,2297.17724609375,2297.17724609375,2297.17724609375,2297.17724609375,2297.17724609375,24.625244140625,2297.17724609375,2297.17724609375,2297.17724609375,2297.17724609375,2297.17724609375,2297.17724609375
2297.36181640625,21.892148971557617,2297.36181640625,2297.36181640625,2297.36181640625,2297.36181640625,2297.36181640625,24.71623420715332,2297.36181640625,2297.36181640625,2297.36181640625,2297.36181640625,2297.36181640625,2297.36181640625
2297.30810546875,21.895950317382812,2297.30810546875,2297.30810546875,2297.30810546875,2297.30810546875,2297.30810546875,24.636503219604492,2297.30810546875,2297.30810546875,2297.30810546875,2297.30810546875,2297.30810546875,2297.30810546875
2297.252197265625,21.90843963623047,2297.252197265625,2297.252197265625,2297.252197265625,2297.252197265625,2297.252197265625,24.552053451538086,2297.252197265625,2297.252197265625,2297.252197265625,2297.252197265625,2297.252197265625,2297.252197265625
2297.37841796875,21.965883255004883,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,24.634740829467773,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875
2297.324951171875,21.867361068725586,2297.324951171875,2297.324951171875,2297.324951171875,2297.324951171875,2297.324951171875,24.65459442138672,2297.324951171875,2297.324951171875,2297.324951171875,2297.324951171875,2297.324951171875,2297.324951171875
2297.3310546875,21.95590591430664,2297.3310546875,2297.3310546875,2297.3310546875,2297.3310546875,2297.3310546875,24.6903133392334,2297.3310546875,2297.3310546875,2297.3310546875,2297.3310546875,2297.3310546875,2297.3310546875
2297.241943359375,21.941816329956055,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,24.586273193359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375
2297.235107421875,21.830331802368164,2297.235107421875,2297.235107421875,2297.235107421875,2297.235107421875,2297.235107421875,24.692411422729492,2297.235107421875,2297.235107421875,2297.235107421875,2297.235107421875,2297.235107421875,2297.235107421875
2297.3291015625,21.94029426574707,2297.3291015625,2297.3291015625,2297.3291015625,2297.3291015625,2297.3291015625,24.71234703063965,2297.3291015625,2297.3291015625,2297.3291015625,2297.3291015625,2297.3291015625,2297.3291015625
2297.3544921875,21.91572380065918,2297.3544921875,2297.3544921875,2297.3544921875,2297.3544921875,2297.3544921875,24.749439239501953,2297.3544921875,2297.3544921875,2297.3544921875,2297.3544921875,2297.3544921875,2297.3544921875
2297.2080078125,21.82023811340332,2297.2080078125,2297.2080078125,2297.2080078125,2297.2080078125,2297.2080078125,24.578283309936523,2297.2080078125,2297.2080078125,2297.2080078125,2297.2080078125,2297.2080078125,2297.2080078125
2297.310546875,21.899263381958008,2297.310546875,2297.310546875,2297.310546875,2297.310546875,2297.310546875,24.69795036315918,2297.310546875,2297.310546875,2297.310546875,2297.310546875,2297.310546875,2297.310546875
2297.3740234375,21.91050910949707,2297.3740234375,2297.3740234375,2297.3740234375,2297.3740234375,2297.3740234375,24.73016357421875,2297.3740234375,2297.3740234375,2297.3740234375,2297.3740234375,2297.3740234375,2297.3740234375
2297.25,21.806495666503906,2297.25,2297.25,2297.25,2297.25,2297.25,24.619722366333008,2297.25,2297.25,2297.25,2297.25,2297.25,2297.25
2297.187744140625,21.813512802124023,2297.187744140625,2297.187744140625,2297.187744140625,2297.187744140625,2297.187744140625,24.64679527282715,2297.187744140625,2297.187744140625,2297.187744140625,2297.187744140625,2297.187744140625,2297.187744140625
2297.24609375,21.934518814086914,2297.24609375,2297.24609375,2297.24609375,2297.24609375,2297.24609375,24.612911224365234,2297.24609375,2297.24609375,2297.24609375,2297.24609375,2297.24609375,2297.24609375
2297.349365234375,21.938034057617188,2297.349365234375,2297.349365234375,2297.349365234375,2297.349365234375,2297.349365234375,24.6431827545166,2297.349365234375,2297.349365234375,2297.349365234375,2297.349365234375,2297.349365234375,2297.349365234375
2297.277587890625,21.96873664855957,2297.277587890625,2297.277587890625,2297.277587890625,2297.277587890625,2297.277587890625,24.565597534179688,2297.277587890625,2297.277587890625,2297.277587890625,2297.277587890625,2297.277587890625,2297.277587890625
2297.29052734375,21.9610652923584,2297.29052734375,2297.29052734375,2297.29052734375,2297.29052734375,2297.29052734375,24.608245849609375,2297.29052734375,2297.29052734375,2297.29052734375,2297.29052734375,2297.29052734375,2297.29052734375
2297.499267578125,22.074302673339844,2297.499267578125,2297.499267578125,2297.499267578125,2297.499267578125,2297.499267578125,24.748668670654297,2297.499267578125,2297.499267578125,2297.499267578125,2297.499267578125,2297.499267578125,2297.499267578125
2297.441162109375,21.981122970581055,2297.441162109375,2297.441162109375,2297.441162109375,2297.441162109375,2297.441162109375,24.716623306274414,2297.441162109375,2297.441162109375,2297.441162109375,2297.441162109375,2297.441162109375,2297.441162109375
2297.3203125,21.93851661682129,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125,24.696269989013672,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125
2297.263671875,21.911874771118164,2297.263671875,2297.263671875,2297.263671875,2297.263671875,2297.263671875,24.650774002075195,2297.263671875,2297.263671875,2297.263671875,2297.263671875,2297.263671875,2297.263671875
2297.3046875,21.945783615112305,2297.3046875,2297.3046875,2297.3046875,2297.3046875,2297.3046875,24.610536575317383,2297.3046875,2297.3046875,2297.3046875,2297.3046875,2297.3046875,2297.3046875
2297.365966796875,21.924543380737305,2297.365966796875,2297.365966796875,2297.365966796875,2297.365966796875,2297.365966796875,24.627187728881836,2297.365966796875,2297.365966796875,2297.365966796875,2297.365966796875,2297.365966796875,2297.365966796875
2297.234619140625,21.839065551757812,2297.234619140625,2297.234619140625,2297.234619140625,2297.234619140625,2297.234619140625,24.65890121459961,2297.234619140625,2297.234619140625,2297.234619140625,2297.234619140625,2297.234619140625,2297.234619140625
2297.29541015625,21.944015502929688,2297.29541015625,2297.29541015625,2297.29541015625,2297.29541015625,2297.29541015625,24.672916412353516,2297.29541015625,2297.29541015625,2297.29541015625,2297.29541015625,2297.29541015625,2297.29541015625
2297.3642578125,22.020326614379883,2297.3642578125,2297.3642578125,2297.3642578125,2297.3642578125,2297.3642578125,24.659521102905273,2297.3642578125,2297.3642578125,2297.3642578125,2297.3642578125,2297.3642578125,2297.3642578125
2297.408447265625,21.843786239624023,2297.408447265625,2297.408447265625,2297.408447265625,2297.408447265625,2297.408447265625,24.735593795776367,2297.408447265625,2297.408447265625,2297.408447265625,2297.408447265625,2297.408447265625,2297.408447265625
2297.130859375,21.788541793823242,2297.130859375,2297.130859375,2297.130859375,2297.130859375,2297.130859375,24.505823135375977,2297.130859375,2297.130859375,2297.130859375,2297.130859375,2297.130859375,2297.130859375
2297.173583984375,21.89406394958496,2297.173583984375,2297.173583984375,2297.173583984375,2297.173583984375,2297.173583984375,24.516021728515625,2297.173583984375,2297.173583984375,2297.173583984375,2297.173583984375,2297.173583984375,2297.173583984375
2297.280029296875,21.87224769592285,2297.280029296875,2297.280029296875,2297.280029296875,2297.280029296875,2297.280029296875,24.677465438842773,2297.280029296875,2297.280029296875,2297.280029296875,2297.280029296875,2297.280029296875,2297.280029296875
2297.3603515625,21.935148239135742,2297.3603515625,2297.3603515625,2297.3603515625,2297.3603515625,2297.3603515625,24.711830139160156,2297.3603515625,2297.3603515625,2297.3603515625,2297.3603515625,2297.3603515625,2297.3603515625
